author_name,author_description,followers,author_url,country,target_country,region,post_count,avg_sentiment,total_engagement,total_impressions,tribe
Greenbay Mary,"Un vincente trova sempre una strada, un perdente trova sempre una scusa. Failure is not an option.",1110,http://twitter.com/GreenbayMary/,,Other,Unknown,1,0.0,0,0,Tech/Digital
Dr Stella - Physician & Mushroom Farmer,Medical Doctor | BC Anesthesiologist |FFARCSI Anaesthetist | Aesthetic Physician | Loves to grow things | Lifelong Learner | Volunteer for medical missions,1109,http://twitter.com/stellalli/,,Other,Unknown,1,5.0,0,0,Business Traveler
Peter Spitfire,"Une vie passée dans les nuages autour du monde. chrétien, anti woke, défense culture et histoire de 🇫🇷, no-vax,",1109,http://twitter.com/peterpan_james/,France,FR,TC2_EU,1,0.0,2,0,Unclassified
Points Miles and Bling,"Host of What’s the Point?, #PMBMEETUP Part time blogger, full time points talker. @boardingarea",1108,http://twitter.com/blingSINGH/,Canada,CA,TC1_NA,4,-1.25,3,107,Travel Enthusiast
Don ‘Wardaddy’ Collier,"You die first, get it? Your friends may get me in a rush, but not before I make your head into a canoe…  ~Wyatt Earp",1106,http://twitter.com/3kMiles2Grcelnd/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified
Löwenbändiger,denke lieber selbst,1106,http://twitter.com/Sternenfunkeln/,,Other,Unknown,1,-5.0,1,4,Unclassified
Daniel Schay,"DA Shadow MMC of Development Planning in Johannesburg, Ward 72 Councillor. Father, husband, civil engineering technologist, activist",1105,http://twitter.com/2Schay/,,Other,Unknown,1,-5.0,9,231,Tech/Digital
Amber F.,Hier merkt doch keiner das ich eigentlich ein biodeutscher Hund bin!,1104,http://twitter.com/Amber_FPunkt/,,Other,Unknown,2,0.0,18,190,Unclassified
Babel,"An AI learning to make memes, sometimes nonsensical, sometimes with three hands, sometimes hilarious, but always fully autonomous.",1104,http://twitter.com/BabelOnSolana/,,Other,Unknown,1,0.0,19,222,Tech/Digital
🇺🇦 🇬🇧Cllr Kevin Buck 🇬🇧🇺🇦,"Dad, Husband, Engineer, Environmental Lobbyist, Professional Consultant, Councillor. Any views expressed are personal. Likes, Reposts are not endorsements!",1104,http://twitter.com/BuckCllr/,,Other,Unknown,1,5.0,0,0,Business Traveler
Ivan,Wir müssen wissen — wir werden wissen! AgentFi @autonomous_af ContentFi @theDataOS,1104,http://twitter.com/Allquantor07/,Germany,DE,TC2_EU,1,-5.0,0,15,Tech/Digital
MrsAA,"Wife, stepmum, nana, sister, friend. Loves cats, dogs, cruises, holidays, chocolate, cider, gin, fizzy wine, and Everton FC!  No DM’s unless I know you ☺️",1104,http://twitter.com/MrsAA55/,,Other,Unknown,3,1.6666666666666667,2,99,Unclassified
Refiloe,Architecture|Design|Art|Music|Fashion|....in no particular order..,1104,http://twitter.com/Keflino/,,Other,Unknown,1,-5.0,0,0,Luxury Lifestyle
Aditya Anupkumar,"∞β x ∞α @Oracle | rocket scientist x cognitive anthropologist | first principles, game theory, hyperscale | trained @polytechnique @medialab @IEbusiness | vmo",1103,http://twitter.com/adityaanupkumar/,France,FR,TC2_EU,2,-5.0,0,0,Business Traveler
Sugar Spike Lee,May or may not be a parody account.,1100,http://twitter.com/vinnehvincent/,,Other,Unknown,2,-2.5,0,0,Unclassified
Jared McKenzie,Texan. Patriot. Pro-Freedom.,1098,http://twitter.com/jmckenzie122/,United States,US,TC1_NA,1,0.0,4,357,Unclassified
Harry Jones,,1098,http://twitter.com/HarryJonesOz/,,Other,Unknown,1,-5.0,0,0,Unclassified
Summit,still unimportant,1097,http://twitter.com/SherpaGinseng/,,Other,Unknown,1,-5.0,0,0,Unclassified
Simon C. Gray,Glory Glory Tottenham Hotspur - COYS! ..🎗️🇬🇧🇮🇱 Never forget 7/10/23,1096,http://twitter.com/simoncgray/,United Kingdom,UK,TC2_EU,1,0.0,7,11732,Unclassified
Mícheál Ó Gallchobhair,"I wasn’t born in the US, I came here by choice to be a part of this great land, I didn’t come here to change it, if you did then it’s time you left.",1094,http://twitter.com/itsskitime/,Benin,Other,Other,1,-5.0,0,0,Unclassified
Rebecca Alert,"PHD student on climate change, finance and organisational narratives. ADHD haver; basically a magpie. Opinions my own because no one else wants them.",1093,http://twitter.com/RebeccaNP/,,Other,Unknown,1,5.0,4,113,Business Traveler
Velvet Sol,I hope your life is going very good. I hope it's the best. I hope it's the best it could possibly be. I hope it's better than the best. It's just golden.,1093,http://twitter.com/VelvetSolRocks/,,Other,Unknown,1,-5.0,0,0,Tech/Digital
Kiki🇺🇸,"Lord in heaven, I pray for protection from evil, those who want to harm us destroy us. Protect President Trump and work through him to bless your people. Amen",1093,http://twitter.com/McClellan231/,,Other,Unknown,1,-5.0,0,0,Unclassified
cheechnochong.,that girl.,1093,http://twitter.com/VivaaLaAnyaa/,,Other,Unknown,1,-5.0,0,0,Unclassified
Oli Heck - where‘s the X File🧐,the truth is out there / always raising the right Q-uestions / Parler +GETTR Backups / *** Intelligence Trainee MilIntelliqence,1093,http://twitter.com/OliHeck/,,Other,Unknown,1,0.0,0,0,Tech/Digital
The Other Kim,Motor Racing 🏁 Professor/School of Sarcasm 😏 Midnight Writer ☕️ Panem et Circenses 🎪 Flawed Christian 🫶🏻 Politically Homeless 🐭 Be excellent to each other,1093,http://twitter.com/TheKimthDegree/,United States,US,TC1_NA,1,-5.0,1,7,Creative
"Red-Green Labour, N Devon",,1092,http://twitter.com/MomentumNDevon/,United Kingdom,UK,TC2_EU,1,-5.0,3,5,Unclassified
🌸🌹💐🌻8;25🐧🦊🐯🐻,Aries ♈️ Dreamer 💫 Dandanie 🖤 Renchin 💛,1092,http://twitter.com/jilleonggi123/,,Other,Unknown,1,0.0,0,0,Unclassified
Le Prince Bana,Arsenal Fc 🔴⚪ / All Things Battle Rap 🤝🏾 #237 🇨🇲,1091,http://twitter.com/MerlyMerlz/,United Kingdom,UK,TC2_EU,1,-5.0,0,0,Unclassified
💦💧Sally Edsall,Living on land of the Dhurga people of the Yuin Nation (South Coast NSW),1091,http://twitter.com/SwimSallySwim/,,Other,Unknown,2,0.0,0,0,Unclassified
James Robert White,"Imperial Grand Poobah of J. R. White Consulting Company, retired nuclear engineer at National Laboratories and recovering tarpon & offshore fishing  addict.",1091,http://twitter.com/JRW_in_the_Keys/,United States,US,TC1_NA,1,-5.0,0,0,Tech/Digital
DJ Paul Gardiner,"House DJ & Producer from Kent, United Kingdom. Father of Twins, Love Arsenal and Gillingham FC. House Music is life.",1090,http://twitter.com/PaulGardinerDJ/,United Kingdom,UK,TC2_EU,1,-5.0,0,0,Unclassified
Schwarzmaler 2.0,Am Ende ist alles Strand,1090,http://twitter.com/schwarzmaler20/,,Other,Unknown,1,0.0,10,2678,Unclassified
Gareth 🏖️,Age of Revolution 2.0:  ▓▓▓▓▓▒▒▒▒▒ 40%  Everything will be televised,1089,http://twitter.com/Garethhello/,,Other,Unknown,1,5.0,5,7247,Unclassified
diane poplawski,I am a reseller I find and collect unique items and help my friends and neighbors find profit in their estate treasures.,1085,http://twitter.com/dandeepop/,United States,US,TC1_NA,1,0.0,0,0,Tech/Digital
♈️👸🏾,The Ruler & The Soldier.,1084,http://twitter.com/TheKween_K/,,Other,Unknown,1,-5.0,0,0,Unclassified
RBClouston,"“I am a part of all I have met.” Ulysses, Alfred, Lord Tennyson",1083,http://twitter.com/rbclouston/,Canada,CA,TC1_NA,1,-5.0,0,0,Unclassified
Freedmenangel,"Co-founder of reparations group, Freedmen Agenda League of Michigan. Fierce advocate for the rights of Freedmen, FBA  and Reparations.",1083,http://twitter.com/freedmenangel1/,,Other,Unknown,1,-5.0,1,36,Business Traveler
just10 tyson,fighting a musicial unholy war.... rap I was hit by a bus 🚌 its simple … I used to work at record labels disabled RAPPER ( new IG ) @imjustjust10,1082,http://twitter.com/JustmeandSHit/,United States,US,TC1_NA,1,-5.0,0,0,Tech/Digital
TruthWillCome2.0,Proud American. please no Dm’s unless I know you 😃,1078,http://twitter.com/Foodie2400/,,Other,Unknown,1,-5.0,0,0,Unclassified
Dejj,Faith-Jeremiah 29:11 | Family-#GirlDad | Football-#AFC | Finance #PropActng| NO DM 🚫,1078,http://twitter.com/ogbeni_daegee/,United Kingdom,UK,TC2_EU,2,0.0,0,0,Business Traveler
L'Uomo TigrO,Trieste e la terra sono le mie patrie il resto son posti che chiamano stati con delle righe su carte geografiche che chiamano confini.,1077,http://twitter.com/DucaGuarnieri/,Italy,IT,TC2_EU,1,-5.0,2,30,Unclassified
ㅊ • 🐋,ᴵ'ᵐ ʳᵘⁿⁿⁱⁿᵍ ᵒᵘᵗ ᵒᶠ ᵗʰⁱⁿᵍˢ ᴵ ˡᵒᵛᵉ,1075,http://twitter.com/mochaajune/,,Other,Unknown,1,0.0,0,0,Unclassified
LaughingWolfOne,"Author, photographer, raconteur w/ passion for life. LW from Blackfive. C. Blake Powers for the lame & lazy. Cranky individualist, lightning strike survivor.",1075,http://twitter.com/LaughingWolfOne/,,Other,Unknown,1,0.0,1,37,Creative
Pope Beavis I,"My Time here on X is making me a Judgemental Bastard.  I am no longer interested in being a Savior for the Sake of Humanity.  Give Me TP, or Go to Hell.",1074,http://twitter.com/somethinburnin/,,Other,Unknown,1,0.0,0,0,Unclassified
"Da Dilla Tape, StreamingEVERYWHERE😎",“Now who else wanna fuck wit Hollywood Court? “ Also Follow Me on twitch: DAILYUNFAIRNESS 🕹️ “Dave Chappelle w/ da GOLDZ” “I’m Da ONLY Tycrane!”🖕🏿 😵😎,1074,http://twitter.com/SnypezWest/,United States,US,TC1_NA,1,-5.0,7,217,Tech/Digital
Alexander Nastasi,selbständig - verheiratet - 2 Kinder (6&8) - SEO Experte - Texter - Impressum siehe Webseite,1074,http://twitter.com/KaffeeNastasi/,Germany,DE,TC2_EU,2,0.0,0,40,Unclassified
🫂Hug Life Affiliate,MyCreativeChic👩🏽‍🌾All Natural 🕊️Serlenar Justice Raised/ Black Farmer in Training,1073,http://twitter.com/CcreativechicC/,United States,US,TC1_NA,1,5.0,0,0,Tech/Digital
Soulrobba @F2 Con,32• he/him• Button Slapper• Rhythm Game Junkie •GBVSR: Charlotta/Seox/Beatrix   h.avanrenren@gmail.com for inquiries,1073,http://twitter.com/SoulRobba/,United States,US,TC1_NA,1,-5.0,2,140,Tech/Digital
Mohammed Shamsan,Business Consultant: I have a very long experience in business development from small to maga businesses. I consult new and existing businesses.,1072,http://twitter.com/MaShamsan/,,Other,Unknown,1,-5.0,1,2,Business Traveler
Grace,✝️ 🇫🇷 @PSG_inside Charlotte Flair enthusiast,1071,http://twitter.com/soygracee_/,France,FR,TC2_EU,1,-5.0,1,33,Tech/Digital
Squeeze,"Just because I am a hot commodity, doesn’t mean I am a hoe 🙃 #NoleNation #Famu",1070,http://twitter.com/jr_dadon04/,United States,US,TC1_NA,1,-5.0,1,3,Unclassified
Jibs 💐🌺,Politics! Subtle sarcasm resides here!! 🌚,1064,http://twitter.com/jibchek/,United States,US,TC1_NA,1,5.0,0,0,Unclassified
Ranx,"Pure Blooded. Believer in Law & Order, 1A & 2A, Small Government and Low Taxes. Trump Won! Never gonna get that jab. Pronouns Eat/Me NO DM's from Crypto Chicks",1061,http://twitter.com/iceberg6000/,United States,US,TC1_NA,1,-5.0,0,0,Tech/Digital
Dr Alex Howard,Author of THE GHOST CAT @thetimes & @usatoday bestseller | @waterstones 🏴󠁧󠁢󠁳󠁣󠁴󠁿Book of the Month | Editor @captheatres | 294k on TT | Rep: @literarywhore,1061,http://twitter.com/alexwritings/,,Other,Unknown,1,-5.0,0,0,Creative
mrSir😁,"I don't wanna reach the gates and Jesus be like: ""Turn yo ass around.""",1055,http://twitter.com/MrLovey_Dovey/,United States,US,TC1_NA,1,0.0,0,0,Unclassified
The Bavarian Boy,freeband gang. 🦅,1053,http://twitter.com/LrdScottMns/,Germany,DE,TC2_EU,1,0.0,2,15,Unclassified
zoë ౨ৎ,19 | no band like the strokes,1053,http://twitter.com/zoelfsw/,,Other,Unknown,1,-5.0,23,1116,Unclassified
Sky Santana ™️,"Artist 🎵 & Social Commentator 🎤 // I TALK SHIT, BUT I ALSO WRITE HITS 📺 https://t.co/6mfgxQJqvm ; & Stream My New Song ⬇️",1052,http://twitter.com/SkySantana/,United States,US,TC1_NA,1,-5.0,0,0,Creative
🧧 Jon Wong 黃智義 🧧,"Social Justice organizer. Passions: Queer Liberation 🏳️‍🌈 & Asian Food 🥡 San Diegan by birth, Washingtonian (DC) at ♥️, Hong Konger by stomach (he/him)",1049,http://twitter.com/thewongmann/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified
Pessi Caillou (SauT a 1.7k),Malveillant @pelsonpandela a sauT 😥 Chelsea 💙💙/ Realle Txuri Urdin 💙🤍 mes nus dans mon lien :,1049,http://twitter.com/thecaillou69/,,Other,Unknown,1,0.0,0,179,Unclassified
Evangelion Unit 02 - Production Model,"Huldigt dem heiligen Rosenkohl!  Welche Pronomen ihr mir gegenüber nutzt ist mir egal, sucht euch was aus :3  Konsequent antifaschistisch.",1048,http://twitter.com/Eva_Model_02/,,Other,Unknown,1,0.0,22,1708,Unclassified
Keith Kopinski,"Digital Marketing & AdTech, FSU Alumnus, Enjoyer of Fun, Fan of Democracy, Noles, Mets, Titans, Nets, Islanders, Everton",1047,http://twitter.com/KeithKopinski/,United States,US,TC1_NA,1,-5.0,0,0,Tech/Digital
Smooth Criminou,Tous les chemins mènent au rhum… mais il vaut mieux y aller en charrette.,1046,http://twitter.com/fanmlarenyon/,France,FR,TC2_EU,1,5.0,0,0,Tech/Digital
Mystisith,"Pyramidal singularity incoming:🤖 transportation, exogenesis, deflation crunch. Gen 𝕏:➡️ MacGyverist. Statism is a plague. 🗽 Doomism is for control.",1045,http://twitter.com/Mystisith/,,Other,Unknown,1,5.0,0,0,Unclassified
Aneka,et marte et arte Homesteading in Mountains of MT Doer of fun things.,1043,http://twitter.com/Aneka15amyth/,United States,US,TC1_NA,1,0.0,1,8,Tech/Digital
We're Offended You're Offended,journalist/ Online Canadian focused podcast. Talking Canada/US culture politics and culture war.  planted firmly in the center.  pronouns hurt my feelings.,1043,http://twitter.com/wereoffended/,Canada,CA,TC1_NA,2,-5.0,1,25,Creative
SquirrelNebula🦉𓅽,"Hoots Division @ UAE Exotic Falconry & Finance, LLC. Knowledge is Power.  (restart acct.-CollectorSquirl) venmo.SquirrelNebula",1041,http://twitter.com/SquirrelNebula/,United Kingdom,UK,TC2_EU,1,-5.0,1,34,Business Traveler
Ant,Suffering hones some people and destroys others. - Fuller （no chatting 不私聊 thank you）,1040,http://twitter.com/An59880972/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified
GuruPhysMed,4x @Twitter reprobate/nuked account. Nothing like a fresh start. AnarchoCapitalism isn't what you think it is. Republic NOT Democracy. Recovering $XRP maxi,1038,http://twitter.com/phys_guru/,,Other,Unknown,1,-5.0,0,0,Tech/Digital
Andrew Woodman,"Blackfordby Cllr & Housing portfolio holder @NWLeics, co founder @gamblerscforum, parkrunner, Crohn’s disease & Derby County sufferer, a rambler & gambler VMO",1038,http://twitter.com/AndrewWoodman/,United Kingdom,UK,TC2_EU,1,5.0,9,1156,Business Traveler
Edridge Gambiza,Mukanya Woye!,1037,http://twitter.com/GambizaEdridge/,,Other,Unknown,1,0.0,9,3014,Unclassified
A SITH LAWD?,-Militantly Pro-Customer  -I identify as Part of the Problem!,1034,http://twitter.com/aresmen1/,,Other,Unknown,1,-5.0,0,0,Unclassified
Cammy Kennedy,"I’m drawn to things that kill me , it’s raining on Jocelyn Square .",1034,http://twitter.com/cammyk_67/,France,FR,TC2_EU,1,-5.0,0,0,Tech/Digital
Rihanna,🦦🦦,1033,http://twitter.com/supremeprecious/,,Other,Unknown,1,0.0,0,0,Unclassified
Christophe Fichet,Citoyen engagé - 7e circonscription d’Ille-et-Vilaine 2024. Avocat au Barreau de Paris. Liberté Égalité Fraternité Audace Innovation,1033,http://twitter.com/fichet_2022/,France,FR,TC2_EU,1,0.0,15,297,Tech/Digital
PJamma,"it was real, it was great, it wasn’t real great. see ya on bluesky.   @mspammajamma.bsky.social",1033,http://twitter.com/mspammajamma/,United States,US,TC1_NA,1,0.0,8,175,Tech/Digital
Kapisch,2025 - It's time to build.,1032,http://twitter.com/1Kapisch/,Germany,DE,TC2_EU,1,0.0,0,0,Unclassified
Guillaume. 🔴⚪️,"#Invincibles. #Gunner avant Wenger. 🔴⚪️ . Fondateur du Bar’Senal, Space gunner.",1027,http://twitter.com/bad_Gooner/,,Other,Unknown,1,-5.0,2,369,Unclassified
Krishna Kannan,"Immunologist. PhD. Interested in the study of immune system in health and disease. (Innate immunity, Inflammation, Cancer, and Rheumatoid Arthritis).",1026,http://twitter.com/Kannan9900/,,Other,Unknown,1,-5.0,0,0,Unclassified
Ryan Payne,"Former wheelchair hoops player, current high school coach. MMA fan/bettor. Tweets/thoughts are my own.",1026,http://twitter.com/RyanPayne32/,United States,US,TC1_NA,1,-5.0,0,0,Tech/Digital
Olù Awọ,"Lover of God, Family and Country. Dad, Lover, Son, Brother, Uncle, Farmer, Recovery Personnel, Avid Reader & Humane Campaigner. ad maiorem dei gloriam",1024,http://twitter.com/Don_Segxi/,,Other,Unknown,1,0.0,2,145,Tech/Digital
dani#dirittiumaniNONnegoziabili,,1021,http://twitter.com/sadape54/,Italy,IT,TC2_EU,1,-5.0,0,0,Unclassified
Sharon Charles👊🏽,"Staying hydrated, eating my veggies, praying, and minding my business😇 Church Girl",1019,http://twitter.com/Lauren_Ashley14/,United States,US,TC1_NA,1,-5.0,0,0,Business Traveler
"Silky, General of apple gaming and marketing",One of the four founders of the GBNGanG. Competitive gamer… Future Apple gaming king.,1016,http://twitter.com/micah32909195/,United States,US,TC1_NA,1,0.0,0,0,Business Traveler
Magna Cum Laude Shawty,All that’s for trill is forever | Rest Up Grandma Nannie | Rest Up Dad | 1925💙💛🦅 | Braves/Dawgs/Hawks/Falcons/ATLUTD,1015,http://twitter.com/FatMack_Alex/,,Other,Unknown,1,-5.0,1,4,Unclassified
Donovan The God Butcher,Clark Atlanta Alum,1014,http://twitter.com/DonyFresh24/,,Other,Unknown,1,5.0,0,9,Unclassified
murph,"Like aeroplanes, beer, curry. Don't like my mental health stuff . Tweets my own unless my cat is tweeting for me.  Pat Sharp liked my tweet... Paul Chuckle  RT",1014,http://twitter.com/murphtothesky/,,Other,Unknown,1,-5.0,0,0,Unclassified
The Supplexorcist🩸,Louisville✈️Dallas 3x Bareknuckle Brawling champion. GymShiestyKlan. 6400 HHP 🩸NHB #HereWeGo,1014,http://twitter.com/BlikkFlair/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified
DADDY AWESOME,"Entrepreneur |Public Speaker|Voiceover Artist|Personal Development enthusiast|Dog lover. Everything I learnt late, I will teach you early.",1012,http://twitter.com/DaddyAwesomeCFR/,,Other,Unknown,1,-5.0,0,0,Business Traveler
Thaqeef 🕴🏻,"Hasta El Fuego l Disclaimer: (Comments, Followings, RTs and links ≠ endorsement.",1012,http://twitter.com/thaqeefsidek/,,Other,Unknown,1,0.0,0,0,Tech/Digital
I Blame The LHC,We slipped into another dimension when they switched on the Large Hadron Collider. It's the only reasonable explanation.,1011,http://twitter.com/NickKao13/,,Other,Unknown,1,0.0,0,0,Unclassified
Wendover Horn - Pozzo sell OUR club now!,purely and only tweet about all things Watford FC.,1011,http://twitter.com/HornWendover/,,Other,Unknown,1,5.0,3,393,Unclassified
jabbajabba,,1011,http://twitter.com/dariusprincip/,,Other,Unknown,1,-5.0,0,0,Unclassified
Free,Music is Everything!!!,1011,http://twitter.com/Big_Freezington/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified
Thomas J Sanford,"Politically active Democratic Socialist, PROGRESSIVE, and proud UNION MEMBER. .  Retired Paramedic and Ambulance Service Administrator. I now drive for PTI",1009,http://twitter.com/ThomasJSanford1/,United States,US,TC1_NA,1,5.0,0,0,Unclassified
♏️🦂,GodsChild. TSU24. 👩‍🎓 LSU25. 🐯,1008,http://twitter.com/goodgurlsRbad/,United States,US,TC1_NA,1,0.0,0,0,Unclassified
Lorenzo 🥷 ⬇️↘️➡️ 👊🏾,"Only Built 4 Cuban Sandwiches. #SnappleGang #TeamThalie, Minding my own biz that I stand on.",1008,http://twitter.com/LorenzoGeeDMV/,,Other,Unknown,1,-5.0,1,67,Unclassified
WNCKidRock 🇺🇸,Blue Collar Slob  and  Trump's ur daddy next four years 🇺🇸🇺🇸🇺🇸,1007,http://twitter.com/Brian9123623951/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified
Joe Halsey 🇮🇱,"""The party told you to reject the evidence of your eyes and ears. It was their final, most essential command.” - George Orwell, 1984",1007,http://twitter.com/pasadena792/,United States,US,TC1_NA,1,-5.0,0,0,Tech/Digital
¿ Me Conoces? 🧐,🇨🇷🇵🇦 Social Justice Practitioner ...but God. Lipgloss Connoisseur. Chubby Chaser. “...every wrong attempt discarded is another step forward.” ♥️🐘,1006,http://twitter.com/TinksitLikeitIs/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified
☈hino1989🌈🇺🇸,"AuDHD dude who's a cars, military, truck, weather, aviation, gaming enthusiast, news junkie. Geek. Sports fan. Ex right wing. Now neutral.",1006,http://twitter.com/F4SuperBugfan89/,,Other,Unknown,1,-5.0,0,0,Travel Enthusiast
Alex Oha,"Investor in Tesla, SpaceX and 𝕏, FSD Beta Trainer.",1004,http://twitter.com/oha_alex/,,Other,Unknown,1,0.0,0,0,Business Traveler
Adam Moreira,,1004,http://twitter.com/aemoreira81/,United States,US,TC1_NA,1,0.0,0,0,Unclassified
🎶 𝘾𝙤𝙣𝙣𝙤𝙞𝙨𝙨𝙚𝙪𝙧,"Born n raised in the (574), East Coast livin. 40+ Gang. ♌️ Gang. Hip Hop till the ⚰️ drop. Jokester.",1003,http://twitter.com/Rame_574/,,Other,Unknown,1,-5.0,0,0,Tech/Digital
Billy the Kid,"America! MAGA is not a Radical Group, it favors The America Our Forefathers Intended it to be! MyPronouns:American Citizen, Taxpayer, Voter,NO CRYPTO",1001,http://twitter.com/168e991631c14d8/,United States,US,TC1_NA,1,-5.0,0,0,Tech/Digital
"sam, elsewhere.",I mostly post in another place now. It's blue. And a sky.,1000,http://twitter.com/retconning/,,Other,Unknown,1,-5.0,3,137,Unclassified
TheGloveBelow,gay🏳️‍🌈leftist. (He/Him) ⚠️18+ Only⚠️#NSFW super kinky (also 🍉🍉🍉),999,http://twitter.com/TheGlovesStayOn/,United Kingdom,UK,TC2_EU,1,-5.0,0,0,Unclassified
Courtous,"Unofficial Lego king and future Batman villain of Ambridge. My own views, obviously.",997,http://twitter.com/TheCourtous/,United Kingdom,UK,TC2_EU,1,0.0,0,0,Tech/Digital
T R E Y🏌🏿‍♂️,It’s just Twitter…,996,http://twitter.com/Trey3stiff_/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified
A.O.Q ● Sir Abu Lilybeth~~ OBE,Product Designer — UI/UX Designer focused on building products that transcend user experiences and business goals UX Strategy — UI design,994,http://twitter.com/DunlequsAbiodun/,,Other,Unknown,1,0.0,0,0,Business Traveler
SusiePJ,,992,http://twitter.com/PjSusie665/,Canada,CA,TC1_NA,1,5.0,1,13,Unclassified
shea.,carefree black girl. wife. mom. she/her/hers. SGRho.,992,http://twitter.com/sheabuttakisses/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified
D'MystroLFC,Broadcast Journalist | Sports Writer | Liverpool FC | Unapologetic OBIDIENT| Truth Ambassador.,991,http://twitter.com/ChijinduItoroh/,,Other,Unknown,1,0.0,0,0,Creative
hnysm8,married for 47 years mother to 5 gmother to 7 ggmother to 3 and mama of 4 crazy loving dogs do not I repeat do not  DM ty God bless,988,http://twitter.com/hnysm8/,,Other,Unknown,1,-5.0,0,0,Unclassified
Fred K Stahl,"Farmer feed the world, Dairyfarmer, Egg-Producer, husband,father to 4 beautiful  children, Truckdriver, and Colony Director, Secretary-Treaury & Manager",986,http://twitter.com/FredKStahl1/,Canada,CA,TC1_NA,1,0.0,0,62,Business Traveler
Gre g,"I'm a non-bio sort of person myself. Feel free to exchange ideas and express views.. we're all learning! AI says I'm dynamic,  so there.",986,http://twitter.com/imhete/,,Other,Unknown,1,0.0,102,18984,Tech/Digital
🔜Ingalive Showcase SMTOWN LA KAION ❤️🐻,开shley | EXO Collector | Sales & Group Orders | WW EXO/SuperM/NCT | Updates: #fitforexoUPDATES | Proofs: Ins @fitforexo + #fitforexoFB | 카이는 신이다🐻K开I has my ❤️,985,http://twitter.com/fitforexo/,United States,US,TC1_NA,1,5.0,0,0,Business Traveler
Tom dyer,,983,http://twitter.com/TommDyer/,United Kingdom,UK,TC2_EU,1,0.0,2,32,Unclassified
femgod,Trying to elevate small talk to medium talk. I'm very busy and important.,983,http://twitter.com/mayamvictoria/,,Other,Unknown,1,0.0,0,0,Unclassified
Phil Sainter,"Assistant Head of School in Westminster Business School of Applied Management. Dx PD 2021. Dog dad. Views are my own, not my employers.",980,http://twitter.com/Phil_Sainter/,United Kingdom,UK,TC2_EU,1,-5.0,8,59,Business Traveler
Rocketman214,Banner and avatar photo by SR_Planespotter ✈️ 📸 @SR_Planespotter  I block conspiracy theorists without a second thought.,979,http://twitter.com/Rocketman2141/,,Other,Unknown,1,-5.0,13,239,Unclassified
Leslie-Anne 😷🇨🇦🌻,Granny to 9 #ISTANDWITHTRUDEAU I SUPPORT Ukraine LGBTQ+ Be kind (@ProudGrannyCdn) this is my new account) vaxxed to the max (x9) +polio + pneumonia NO DMs!,979,http://twitter.com/Shessie4/,,Other,Unknown,1,5.0,0,0,Tech/Digital
ryan,Anyone can look cool on the internet. @pucksonnetca co-host,978,http://twitter.com/schaaptop/,Canada,CA,TC1_NA,1,5.0,0,0,Unclassified
JV,,978,http://twitter.com/joveg8/,,Other,Unknown,1,0.0,0,0,Unclassified
The Numbers Don't Support That,"Agent of Chaos. No Room for Hypotheticals, Only Real World Application. If You Have Cognitive Dissonance, Please Come Back When You Do Not.",978,http://twitter.com/KeepBelievin_23/,,Other,Unknown,1,0.0,0,0,Travel Enthusiast
NyobiTheCat 🐝🐝🐝,"Proud Black Woman! deal. ❤️🧡💛💚💙💜 🤎🖤P.S. Dear MAGA, fuck your feelings, and fuck off! my Gpa was ANTIFA👊🏿",977,http://twitter.com/NyobiTheCat/,,Other,Unknown,1,-5.0,0,0,Unclassified
Jamie,"X-Land (The Twitdom) is a strange place. Texas. No beans in TX 🇨🇱 🤣, MA, GA, NY, CA, LA, SC. Been here & there, too. N0 DMs 🚲🍷🚗📚",976,http://twitter.com/Artdyst/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified
EUPHORIC BOOTY✨,promos📨living.,976,http://twitter.com/punkinbutt_/,,Other,Unknown,1,0.0,67,7950,Unclassified
The_November_Man!💀,Sleepless_Elite | Anglican | i_Stutter | ClimateAction | SDGs_Advocate,976,http://twitter.com/6ixGrp/,United States,US,TC1_NA,1,-5.0,0,0,Luxury Lifestyle
Ian Lewis 🇬🇧 🇮🇱,Developed Systems for Military Aircraft.  Here for football and aviation.  Retweets not endorsements.,976,http://twitter.com/IanplewisLewis/,United Kingdom,UK,TC2_EU,1,-5.0,2,39,Travel Enthusiast
Philip Shook,"I'm a Mac techie who is socially, environmentally and technically aware of issues. I'm an avid bicyclist as well as a firm believer in public & mass transit.",975,http://twitter.com/macbeestje/,,Other,Unknown,1,0.0,0,0,Tech/Digital
🩵 Lauren 🩵,Sky Blues 🐘 PUSB,974,http://twitter.com/ItsLaurenFord/,United Kingdom,UK,TC2_EU,1,-5.0,1,51,Unclassified
Ethan,noted reader,973,http://twitter.com/ethantgibson/,Canada,CA,TC1_NA,1,-5.0,7,963,Unclassified
