author_name,author_description,followers,author_url,country,target_country,region,post_count,avg_sentiment,total_engagement,total_impressions,tribe,top_post
Ms. Sn@cks,Houston by way of the Sip! Same Energy Advocate | Supporter of education and empowerment 🙏🏽|  Owner @ScentedCompany,23477,http://twitter.com/HenriettaSnacks/,,Other,Unknown,1,-5.0,0,39,Unclassified,http://twitter.com/HenriettaSnacks/status/1805201497090593055
The Fact Checker,1️⃣Follow 2️⃣Tag The_Facts_Dude in a Post When You Need Facts 🎥 Posting the Viral Videos Before They Go Viral 🔔 Notifications on for the New Viral News,23379,http://twitter.com/The_Facts_Dude/,United States,US,TC1_NA,2,0.0,0,0,Unclassified,http://twitter.com/The_Facts_Dude/status/1918448124835602534
Gregory Ioannidis⚖️,Described as leading sports lawyer. A.Professor and attorney at law @SportsLawExper1 @sheffhallamuni and @Kings_Chambers. Academia & practice. Personal views.,23326,http://twitter.com/LawTop20/,,Other,Unknown,1,-5.0,2,2750,Business Traveler,http://twitter.com/LawTop20/status/2007146721672081501
Karen 🇨🇦,"Wife, Mother, Nanna, ex-Institutional Asset Manager; now, an artist & recovering Liberal. Carney is more dangerous than Trudeau. I block back. #Pierre4PM",23320,http://twitter.com/dkreative1/,,Other,Unknown,1,0.0,3,136,Business Traveler,http://twitter.com/dkreative1/status/2002512305456926947
Alex Perez Abba.,"CONSTITUTIONALIST. MAGA, KAG, PHD, I  follow all patriots. No DMs, not looking to date. No Crypto currency bs. No porno. Trump 2024!! Don't add me to lists!",23140,http://twitter.com/AlexPer51573831/,United States,US,TC1_NA,1,-5.0,1,8,Tech/Digital,http://twitter.com/AlexPer51573831/status/1813571296837382512
I Pray for the Carbz…From Day to Day,Support my LOONA girls on their new endeavors,23046,http://twitter.com/sissythatpatch/,,Other,Unknown,1,-5.0,8,2206,Unclassified,http://twitter.com/sissythatpatch/status/1826663505845538910
Jamie Larounis,"Travel industry analyst @upgradedpoints covering airlines, hotels, trains, and loyalty programs • EMT • Eagle Scout • Rotarian • jamie@theforwardcabin.com",23042,http://twitter.com/TheForwardCabin/,United States,US,TC1_NA,1,0.0,0,1507,Travel Enthusiast,http://twitter.com/TheForwardCabin/status/1788068040539856984
TruckinEh 🚛💨🇨🇦🇺🇸,"I drive around North America for money.  Amateur foodie, beer and bourbon connoisseur.",22980,http://twitter.com/TruckinEh/,,Other,Unknown,2,-5.0,288,9785,Unclassified,http://twitter.com/TruckinEh/status/1889345155527790609
🏳️‍🌈 Ms. Marya E. Gates 🦩,“Hardcore David Lynch fan” - The Independent | 📧 maryag7@gmail.com | CFCA | creator #Noirvember #AYearWithWomen | Cinema Her Way book @ Rizzoli 2025,22941,http://twitter.com/oldfilmsflicker/,United States,US,TC1_NA,1,0.0,6,631,Tech/Digital,http://twitter.com/oldfilmsflicker/status/1801354361286889939
nolan,head writer for Late Night With Deborah Vance,22928,http://twitter.com/anxiousdeluxe/,United States,US,TC1_NA,1,5.0,1942,39988,Creative,http://twitter.com/anxiousdeluxe/status/1920461551766515972
Skinz 🇨🇦🇪🇺📸,https://t.co/EjwEyLmntw - https://t.co/rdFc9UhZS1 - https://t.co/VPlxvBs6w8,22830,http://twitter.com/skinzlive/,Canada,CA,TC1_NA,1,-5.0,2,7,Unclassified,http://twitter.com/skinzlive/status/1857687709260648496
Wazir Kudura Kasongo Muana - Luaba Zuu Sangwa,Journaliste-Politologue Ex Ministre - Député -Porte-parole du Président de la République JKK - Dircab Ministre Etat Com PP Gouvernement,22612,http://twitter.com/kudurakasongoml/,,Other,Unknown,1,0.0,0,0,Creative,http://twitter.com/kudurakasongoml/status/1993952005555945652
MAK 🇵🇰 مسعود احمد خان,🇵🇰 #MediaPerson | ex @DunyaNews | ex @GeoNews| My Articles on Defense | Geopolitical Affairs @pakturknews  Views are Personal,22566,http://twitter.com/_iMAKsays/,United States,US,TC1_NA,1,-5.0,68,238,Tech/Digital,http://twitter.com/_iMAKsays/status/1890913618063134762
Florian Darroman,From 0 to $3M/year 💰 |  Turn build in public into an unbreakable habit → https://t.co/Ibn32ETjRp | Making online courses scam-free → https://t.co/D7r9RduTO7 |,22404,http://twitter.com/asyncr0ne/,,Other,Unknown,1,0.0,2,23,Tech/Digital,http://twitter.com/asyncr0ne/status/1959553267555352983
Mat,"Threads, tips et tendances : je décode le futur au rythme des tweets .     Dm pour collab ou pub 📨📨📨",22389,http://twitter.com/Mat_wine_2/,,Other,Unknown,1,0.0,301,18567,Unclassified,http://twitter.com/Mat_wine_2/status/1951682226833293578
Jen.★..☼..★.ElitePro,"★I write  a blog with information on elite benefits for travelers holding elite status. - like to have an organized, constant but sophisticated experience.",22330,http://twitter.com/elitepro/,United States,US,TC1_NA,2,5.0,25,283,Travel Enthusiast,http://twitter.com/elitepro/status/1924787642916319604
MAGA Elvis 🇺🇸,"Singer of Songs, Weightlifter, Trump/MAGA 2024🇺🇸",22184,http://twitter.com/BenStanton77/,United States,US,TC1_NA,1,-5.0,4,289,Unclassified,http://twitter.com/BenStanton77/status/1877107476908130796
RedVirgo🔥Stacy 🔥,🥳👉🏻If I FB & you immediately DM 🙅🏼‍♀️🚫🇺🇸 AMERICA FIRST🇺🇸,22023,http://twitter.com/stacy_redvirgo/,United States,US,TC1_NA,1,-5.0,0,9,Creative,http://twitter.com/stacy_redvirgo/status/1760852968834818059
Crowdsource The Truth,Founder of Crowdsource the Truth http://www.odysee.com/@crowdsourcethetruth http://www.subscribestar.com/crowdsourcethetruth,21946,http://twitter.com/JG_CSTT/,,Other,Unknown,1,5.0,0,0,Business Traveler,http://twitter.com/JG_CSTT/status/1802009377739624915
Paul Friend🌹Pray God saves us from liberals,"Liberty cannot be established without morality, nor morality without faith",21739,http://twitter.com/PFr1end/,,Other,Unknown,1,5.0,2,21,Tech/Digital,http://twitter.com/PFr1end/status/1828022727409578286
chicklet,"I want the government (all levels, all parties) to leave me the hell alone",21738,http://twitter.com/C25216702C/,Canada,CA,TC1_NA,1,-5.0,43,585,Unclassified,http://twitter.com/C25216702C/status/1870143855187890511
Marky Mark,"Washington DC's Premier Celebrity Events and Sightings Twitter Account, Thanks for your help",21592,http://twitter.com/DCCelebrity/,United States,US,TC1_NA,1,-5.0,0,0,Unclassified,http://twitter.com/DCCelebrity/status/1868495845437722803
Ryan Radia,"FRED & IPUMS enjoyer. Lawyer (DC). 🌐 Economics, charts, tech policy, urbanism, regulation, housing, transit. Growth: very good. RTs=demand letters. Likes: RNG",21442,http://twitter.com/RyanRadia/,United States,US,TC1_NA,1,5.0,3,78,Business Traveler,http://twitter.com/RyanRadia/status/1992360269927125113
Gerry White SEO geek,"SEO Guy - Co organiser of conference https://t.co/vaYmytTyP6 - Digital geek, often talking at conferences - SEO Consultant - https://t.co/6rPzOu6Zno",21437,http://twitter.com/dergal/,United Kingdom,UK,TC2_EU,1,5.0,1,26,Business Traveler,http://twitter.com/dergal/status/1988577286493532170
JCPlantagenet,Infantry Mouth🪖Combat Vet🎖USMC/LARSOC🍺2-506th♠PMC💵 45th IBCT⚡100%🤍Silent Brigade🤐 GoonAF🔫RIII👑BCR/Shrödder🎸ID as DD214📃Death Metalist💀MAGA🩸Ninja🥷,21219,http://twitter.com/JacobMo59916314/,United States,US,TC1_NA,1,-5.0,1,0,Unclassified,http://twitter.com/JacobMo59916314/status/1813449250795106574
Cata Paul 🃏‍‍‍,"Stats, history, art, photography, finance, aviation and sport",21154,http://twitter.com/CataPaul2/,,Other,Unknown,2,2.5,1786,82222,Business Traveler,http://twitter.com/CataPaul2/status/2012859138234065067
Jay,🥷 I help you travel cheaper and better using credit cards points. 💳 Miles & Points. 🌎 Global Citizen. 🎒 Digital Nomad. ✈ Aviation.,21104,http://twitter.com/thetrickytrade/,United States,Other,Unknown,4,0.0,38,5889,Travel Enthusiast,http://twitter.com/thetrickytrade/status/1931264832117911907
Jagmeet Singh's Hypocrisy,Jagmeet Singh's hypocrisy has no boundaries. Pronounced (Hip-ah-cra-cy) Puppet of the Liberal Party of Canada. Leader of the NDP. (Parody),20985,http://twitter.com/singh_hypocrisy/,,Other,Unknown,1,5.0,371,11039,Unclassified,http://twitter.com/singh_hypocrisy/status/1870148609288905069
Fly Sistah 🪷,"A sistah who travels.  Lawyer, wife & stepmom.",20777,http://twitter.com/Fly_Sistah/,United States,US,TC1_NA,1,-5.0,22,492,Business Traveler,http://twitter.com/Fly_Sistah/status/1949488439335817343
That Goan Guy,I'm just an eight ulcer man on four ulcer pay.,20695,http://twitter.com/schmmuck/,,Other,Unknown,1,-5.0,1,244,Unclassified,http://twitter.com/schmmuck/status/1835279313047789868
her,🫧💖🌸🩷🎀💕,20248,http://twitter.com/aaliyahenjolii/,,Other,Unknown,1,-5.0,3,526,Unclassified,http://twitter.com/aaliyahenjolii/status/1923344593950531891
Chicane // Nick B,"My new single ‘Love, Love, Love - Here I Come’  is OUT NOW 🫶❤️‍🔥",20241,http://twitter.com/NickChicane/,,Other,Unknown,1,-5.0,47,2281,Unclassified,http://twitter.com/NickChicane/status/1837440493497504087
François Camé,"Planète, justice sociale, démocratie. Humour, si possible. Ex : gd reporter/corr. guerre @libe , Dir. Info @Charlie_Hebdo , Dir. Futur(e)s, Dir. @EtikPresse .",20008,http://twitter.com/FrancoisCame/,France,FR,TC2_EU,1,0.0,128,7576,Unclassified,http://twitter.com/FrancoisCame/status/1961651332156125492
Lisa HK,🇫🇷🇷🇺 🎗✡☦🎵🎶🍾🐶 Devenue très sélective Pour une union des droites en Europe et une sortie de Bruxelles Pas de MP,19971,http://twitter.com/elisahk92/,,Other,Unknown,1,0.0,1,0,Unclassified,http://twitter.com/elisahk92/status/1806952718193332393
Isaac Naor,⚡️Designer. Inventor. Futurist. #ConsciousnessHacker. ⚡️ Makes wonderful things with extraordinary people.,19753,http://twitter.com/IsaacNaor/,United States,US,TC1_NA,1,0.0,0,0,Luxury Lifestyle,http://twitter.com/IsaacNaor/status/1790326090382405867
I. Cox,"Posts on aviation, motoring, defense/security, conservation, infrastructure, and geopolitics vis-à-vis Africa. Documenter.   Zambia is where it's at.",19618,http://twitter.com/IanECox/,,Other,Unknown,1,-5.0,14,758,Travel Enthusiast,http://twitter.com/IanECox/status/1905100078395638106
Baby Boy🖤,"Marketer, Business Minded, Cars, Lifestyle, #FitnessWithDiya A Man Of Modest Income || @blacqgadgets",19596,http://twitter.com/King_Blacq/,,Other,Unknown,1,0.0,0,0,Business Traveler,http://twitter.com/King_Blacq/status/1801491520916254795
BarbieJ,"MAGA🚨MAHA🚨PATRIOT‼️🇺🇸TRUMP‼️AMERICA 1ST‼️Christian, Purdue, STL Blues/Cards, Bears, Ex AirForce/LEO Wife,Mom,Grandma,Retired Postmaster, Election Judge🚫DMs",19581,http://twitter.com/bjay1111/,United States,US,TC1_NA,1,0.0,0,0,Tech/Digital,http://twitter.com/bjay1111/status/1939771282007957544
RJ,Geek @ Travel - Credit cards - Miles & Points - Aviation - Hotel loyalty - Automobiles & EV - Stock & MF - Crypto - Dog Lover (Blessed with 5 pets),19396,http://twitter.com/rjfit2022/,,Other,Unknown,1,5.0,0,0,Travel Enthusiast,http://twitter.com/rjfit2022/status/1772178839810015295
𝐍𝐚𝐭𝐢𝐨𝐧,𝐆𝐨 𝐭𝐨 𝐭𝐡𝐞 𝐠𝐲𝐦.,19189,http://twitter.com/natioonn/,,Other,Unknown,1,0.0,33,390,Unclassified,http://twitter.com/natioonn/status/1869729546540576899
Edward Russell,"Aviation and transport journalist. Former @skift, @thepointsguy, @FlightGlobal, @FinanceAsia. Runner, cyclist, transit and cities. Opinions my own. He/him.",18641,http://twitter.com/ByERussell/,,Other,Unknown,1,-5.0,15,10295,Business Traveler,http://twitter.com/ByERussell/status/1783552189060755643
malcolm delaney,"VA TECH HOF 2023, BCL HOF 2024 , east baltimores finest, FOE, Instagram: @foe2304 owner of SO BALTIMORE SPORTS BAR AND LOUNGE",18613,http://twitter.com/foe23/,,Other,Unknown,1,0.0,2,362,Tech/Digital,http://twitter.com/foe23/status/1826884273745404066
Cliff DeMartino,Team Portnoy 3X Cubs 50/50 Raffle Champ YAK Gauntlet Time: 7:58,18547,http://twitter.com/Keystone80435/,United States,US,TC1_NA,1,5.0,0,0,Unclassified,http://twitter.com/Keystone80435/status/1932538722551214448
Speedbird Julie ✈️🍾🥂❤️⛸️,"Investment professional & skater girl. Air travel influenza. Boeing, LHR and OW girl. Retweet doesn't mean endorsement. Opinions my own, not financial advice",18462,http://twitter.com/JSS779/,,Other,Unknown,1,5.0,28,4637,Business Traveler,http://twitter.com/JSS779/status/1801560552776306821
hunter tobin,I help Business Owners Secure 0% Interest Capital,18457,http://twitter.com/hxxntrr/,,Other,Unknown,1,-5.0,2890,476214,Business Traveler,http://twitter.com/hxxntrr/status/2008614568197845470
Geoffrey Lea,@supersport @dstv @betway,18388,http://twitter.com/Geoffrey87Lea/,,Other,Unknown,1,-5.0,0,0,Unclassified,http://twitter.com/Geoffrey87Lea/status/1869112241674662324
Christian Lenz,Working for @EsportsPlayerF1 / Co-Founder @BIGCLANgg,18163,http://twitter.com/ChristianLenz/,Germany,DE,TC2_EU,1,5.0,3,241,Business Traveler,http://twitter.com/ChristianLenz/status/1895474392483934419
#TheResistance,I go #Viral a lot so there's that.... #MadViral I am the secret weapon. Shhhhh. Disclaimer: Retweets are not endorsements. Don't shoot the messenger. #News,18136,http://twitter.com/BoneKnightmare/,United States,US,TC1_NA,1,-5.0,0,0,Tech/Digital,http://twitter.com/BoneKnightmare/status/1826793242261639499
Naledi ✨,UCT alumni,18087,http://twitter.com/naledi_mabee/,,Other,Unknown,1,5.0,9,413,Unclassified,http://twitter.com/naledi_mabee/status/1972874171970617651
Jon Fraser,"Technology Executive, Executive Coach and Keynote Speaker interested in business, politics and personal development. 🇨🇦Canada First - For A Change🇨🇦",18072,http://twitter.com/JonFraserTF/,Canada,CA,TC1_NA,2,-2.5,137,3946,Business Traveler,http://twitter.com/JonFraserTF/status/2007956067305529481
RealityChick,🧐🐤RevealTruthExposeEvilEndTraffickingGodBlessAmericaLTIL🐸 💖ArtMusicBalletOperaHiFashInd & whole lot more😉💃🏼 ThinkLoveFeelTrustLiveDecideBelieveW❤️ FT🎩🐰,18043,http://twitter.com/Candi65489220/,United States,US,TC1_NA,1,0.0,2,83,Unclassified,http://twitter.com/Candi65489220/status/1923406978249891956
IRL with Nik,"I’m a small-town girl living in a big city world. Follow my poscast! We will cover real life, family, God, Politics, & more! NO DMs! We are Charlie Kirk!",18013,http://twitter.com/IRL_with_Nik/,United States,US,TC1_NA,1,-5.0,4,44,Travel Enthusiast,http://twitter.com/IRL_with_Nik/status/2006154633014583724
Redneck Azn,sarcastic positive lover of soy products. Drinker of lattes. Enjoy LARP and butterflies. Totally into arts and stuff. Sculpting is my jamzz. Origami master.,17889,http://twitter.com/LMFireSystems1/,United States,US,TC1_NA,1,5.0,3,42,Tech/Digital,http://twitter.com/LMFireSystems1/status/1842962396211552309
Steven Guilbeault Minister of Environment PARODY,"Every time you exhale, you cause climate change. Peasants who use resources must pay a penalty: https://t.co/cHwh3VOuPz",17670,http://twitter.com/bill_c10/,Canada,CA,TC1_NA,1,5.0,223,16440,Unclassified,http://twitter.com/bill_c10/status/1870142735346459037
🆉🅴🆁🅾 🆂🅾🆈 🅿🅸🅲🆂,A connoisseur of cool imagery celebrating pre-Smoking Ban Glory. Purging the Soy and the Sordid from your timeline…one pic at a time.,17455,http://twitter.com/zero_soy/,,Other,Unknown,1,-5.0,1,20,Unclassified,http://twitter.com/zero_soy/status/1870162665206902926
Theodora,We should always be aware that what now lies in the past once lay in the future.,17276,http://twitter.com/EmpressThea527/,United Kingdom,UK,TC2_EU,1,0.0,0,0,Unclassified,http://twitter.com/EmpressThea527/status/1801995834730398029
JAY JANOWER,"Unofficial lottery winner when I married the woman of my dreams. Proud Uncle, golfer, wine lover. Award winning Journalist/Story teller. Opinions are my own!",17275,http://twitter.com/JayJanower/,Canada,CA,TC1_NA,1,5.0,76,4720,Creative,http://twitter.com/JayJanower/status/1831087923758080482
"Divorce Recovery, Breakup, Loss","Working with men in distress after a loss, breakup, or divorce. Also men who want to leave her, the smart way",17222,http://twitter.com/GeorgeBruno/,United States,US,TC1_NA,1,-5.0,3,88,Unclassified,http://twitter.com/GeorgeBruno/status/1924755833356701796
Watashi Wa Star 💫,"This is Black magic right here, papí ✨ Marketer - Writer - Creator - Winner - As Seen: @REVOLTtv @balleralert @blavity @ESPN @AndersonCooper @EBONYmag etc",17044,http://twitter.com/eleven8/,,Other,Unknown,1,-5.0,2,434,Creative,http://twitter.com/eleven8/status/1923461798071550278
JonNYC,y,17027,http://twitter.com/xJonNYC/,,Other,Unknown,2,2.5,109,17241,Unclassified,http://twitter.com/xJonNYC/status/1983639427890213290
Rayfixy⭕️,Official Twitter of Rayfixy ECOMI and VEVE WHALE. Let’s take it to the Moon Mission. Lets talk about everything VEVE here. My tweets are not FA.,17026,http://twitter.com/rayfixy/,,Other,Unknown,1,0.0,1,0,Tech/Digital,http://twitter.com/rayfixy/status/1887478996792713602
"Tune, MBA, CISSP","Musings on cybersecurity, AI automation, and tech innovation.  MBA | MSc Cybersecurity | CISSP, CISM, Ethical Hacker | Former UMG marketing vendor",16947,http://twitter.com/CartuneNetwerk/,,Other,Unknown,1,-5.0,3,807,Tech/Digital,http://twitter.com/CartuneNetwerk/status/1888943411236884945
Damon Pistulka,"Helping owners grow, prepare, and sell businesses | MFG | Ecommerce | Co-Founder | The Faces of Business Livestream/Podcast | Husband | Dad",16910,http://twitter.com/dpistulka/,United States,US,TC1_NA,1,0.0,0,0,Business Traveler,http://twitter.com/dpistulka/status/1902084322246500385
George Bruno Accelerated Divorce Breakup Recovery,Professional men's coach. 2024 is the year you get unstuck. I work with men in acute distress after a divorce or breakup.,16743,http://twitter.com/GeorgeBruno/,United States,US,TC1_NA,1,-5.0,0,0,Business Traveler,http://twitter.com/GeorgeBruno/status/1812117502819750333
Tye the TYRANT,"I’m just here to give my unsolicited opinions. You cant hurt me with my truths. If you could, I wouldn’t have shared them with you! #KHive #VoteBlue #Mamala",16708,http://twitter.com/immabottomSTILL/,United States,US,TC1_NA,1,0.0,0,13,Unclassified,http://twitter.com/immabottomSTILL/status/1826656528990163382
Kamarley,"Prolific. Penny's Rose.  Here to rant, mostly to myself.",16452,http://twitter.com/Kamarleh/,,Other,Unknown,1,0.0,0,0,Unclassified,http://twitter.com/Kamarleh/status/2001708514977231179
Dan Cataneo 🌐,• pianist • coach • avid supporter of the performing arts • 💧VetsMatter #BCrw 🌊  Option Premium Strategies®,16446,http://twitter.com/DCataneo/,United States,US,TC1_NA,1,0.0,7,53,Luxury Lifestyle,http://twitter.com/DCataneo/status/1986575022530421103
Ari Goldkind,Dog Lover. Political Commentator. Ari@arigoldkind.com,16440,http://twitter.com/AriGoldkind/,Canada,CA,TC1_NA,1,-5.0,22,1016,Unclassified,http://twitter.com/AriGoldkind/status/1949594992504148070
JT Genter,Points & miles writer since 2015. Digital nomad since 2017. I help travelers maximize loyalty rewards programs and credit cards. @awardwallet Editor-in-Chief,16327,http://twitter.com/JTGenter/,,Other,Unknown,20,1.75,61,16195,Travel Enthusiast,http://twitter.com/JTGenter/status/1862575924643856454
Laci Knight,"#MapleMAGA 🍁#Pierre4Pm 🍎 #AIArt Happily married to my love USMC veteran @Christmas_BBQ 💍 ❤️ Fur mama 🐱🐶NO DM’s. Memes,Quotes & My Opinions. 🇨🇦 🇺🇸",16293,http://twitter.com/LaciMarieKnight/,Canada,CA,TC1_NA,1,-5.0,290,5191,Tech/Digital,http://twitter.com/LaciMarieKnight/status/1869140269242700025
Costa Kapothanasis,💼 Fastest growing oil change only QL in USA 🇺🇸 ⚙️🛢 Costa Oil™ @CostaOilCo 🦞 Formerly Portland ME 🦀 Now DC @CostaOils Racing | Over 200 Franchises sold,16181,http://twitter.com/CostaKapo/,United States,US,TC1_NA,1,0.0,0,0,Unclassified,http://twitter.com/CostaKapo/status/1886607482174210080
Gilles (10x💉) #Castex2027,"Intellectuel engagé contre tous les extrêmes Pour un 3e mandat du président #Macron2027 Ancien notaire, président du conseil syndical de ma résidence",16144,http://twitter.com/vaxpourmacron/,France,FR,TC2_EU,1,-5.0,48,700,Tech/Digital,http://twitter.com/vaxpourmacron/status/2002666506522689552
Saruni: CEO Rhinos Rugby🇰🇪,"CEO Nanyuki Rhinos Rugby Club | Landowner | Aspiring large scale Farmer | Conservation & Destinations| A Wandering, Untethered mind  I tweet passion and sarcasm",16114,http://twitter.com/GSaruni/,,Other,Unknown,1,-5.0,0,0,Business Traveler,http://twitter.com/GSaruni/status/1794099244602687581
Dr Abraham Great,CEO- Great Dynasty Group | Member @Forbes | Fellow - FInstLM @InstituteLM| Destiny Coach | LLB Law (Hons) | MSc | MCMI @cmi_managers | #itisworking®...,16080,http://twitter.com/abrahamgreat/,,Other,Unknown,1,0.0,2,19,Business Traveler,http://twitter.com/abrahamgreat/status/2003882330570842157
EA,Is this a safe space? Brand Strategist | Writer | Content Editor | Talent Manager | bob the builder @itasspod,15892,http://twitter.com/virtuousii/,,Other,Unknown,1,-5.0,46,6561,Business Traveler,http://twitter.com/virtuousii/status/1895031338711011477
Priyesh Sharma,Travel x Visas x Credit Card || Building @viszapp || AMA about Visas || I travel the world in Budget 🌎 Helping Indians get Visa's',15869,http://twitter.com/Kenu73/,,Other,Unknown,1,0.0,12,1726,Travel Enthusiast,http://twitter.com/Kenu73/status/1944237896078127475
terminally onλine εngineer 🇺🇦,vim connoisseur | localhost k8s enjoyer | hacker larping as software engineer (doing a bit) | jestermaxxin @ e/acc | x-CTO | r/acc r/eng founder | AI Eng @ _,15836,http://twitter.com/tekbog/,,Other,Unknown,1,5.0,50,6997,Business Traveler,http://twitter.com/tekbog/status/1790261898362957956
𝒞𝒶𝓂𝓂𝓎💕✨,♈️☀️ ♒️🌙 ♐️ 🌅 Pronouns; Real/Bitch 😌✨ Backup: @killa_cammyyy,15688,http://twitter.com/pimpcee__/,,Other,Unknown,1,-5.0,0,0,Unclassified,http://twitter.com/pimpcee__/status/1923222922287554880
Ossy FA,Sports | Politics | History | Clinical Research Professional | CyberSecurity | DBA. #Sixers. #Eagles. #Arsenal. #CoffeeHead.,15572,http://twitter.com/iamossy_/,United States,US,TC1_NA,1,-5.0,0,0,Business Traveler,http://twitter.com/iamossy_/status/2001716120311546319
Don McGowan,"Substack — https://t.co/1K42L9HFTI Co-host of @noholdspod with @dodgson_sally.   DMs open or email: donmcgowan@pm.me. Anonymity respected, of course.",15566,http://twitter.com/donmcgowan/,United Kingdom,UK,TC2_EU,1,-5.0,616,62105,Tech/Digital,http://twitter.com/donmcgowan/status/2012449591900225969
Nick van der Leek,"True Crime Author, YouTuber, Humanist, Dog Walker Bestsellers: TWO FACE,  DOUBT & TREACHERY https://t.co/dmspSkINSs  ""I am only passionately curious."" - Einstein",15452,http://twitter.com/CrimeRocket/,,Other,Unknown,1,-5.0,3,64,Creative,http://twitter.com/CrimeRocket/status/2002010082444190183
Cisko Bécaye 🇸🇳,Le va-nu-pieds de Kaolack Ndangane..#EPT39,15447,http://twitter.com/CiskoBecaye/,,Other,Unknown,2,-2.5,29,3101,Unclassified,http://twitter.com/CiskoBecaye/status/1929946245809782983
Shawn Kivimaa,"Decentralist & localist. Free speech absolutist. Nutrition, fitness, consciousness, human advocacy",15334,http://twitter.com/SKivimaa/,Canada,CA,TC1_NA,1,0.0,0,0,Unclassified,http://twitter.com/SKivimaa/status/1885079362271404349
Paul Brody prbrody.eth,Personal views. Day: Global Blockchain Leader at EY. Night: Chair of EEA #WorthReading - interesting not agreeing. 🇺🇸🇬🇧🇪🇺🏳️‍🌈,15251,http://twitter.com/pbrody/,United States,US,TC1_NA,1,5.0,6,796,Tech/Digital,http://twitter.com/pbrody/status/2001663547252887610
🏊🏾‍♂️,Florida boy🍊,15223,http://twitter.com/mfwitskullz/,,Other,Unknown,1,0.0,4,118,Unclassified,http://twitter.com/mfwitskullz/status/1801685745708437560
Josman & all 🥀,Dom Perignon Crying Nouvel album disponible le 31 octobre  @josmanog,15219,http://twitter.com/FCJOSMAN_/,,Other,Unknown,1,0.0,2,22,Business Traveler,http://twitter.com/FCJOSMAN_/status/1985680486006735109
ありす🩵🇱🇨,"🇱🇨→🇬🇧 ⮂ 🇯🇵 cosy life in the uk after a degenerate decade in tokyo・日本でダンサー、メイドや地底アイドルやってたけど、今はイギリスの田舎で会計士・ex-dancer, ex-chikaidol, ex-maid・女性アイドルと恋と深空🩵",15204,http://twitter.com/_shiopan/,,Other,Unknown,1,-5.0,66,1357,Tech/Digital,http://twitter.com/_shiopan/status/1902791724877091172
Andreas Spaeth,"Andreas Spaeth is an international aviation journalist based in Germany, serving media in English and German worldwide.",15096,http://twitter.com/SpaethFlies/,Germany,DE,TC2_EU,3,3.3333333333333335,824,57878,Travel Enthusiast,http://twitter.com/SpaethFlies/status/1884208560227377211
Deplorable Ms B,"I’m baaack! Author at https://t.co/gSnzmYpg3Q. Jack of all trades, master of most. Love my country, love our 45! #Patriot #MAGA",15025,http://twitter.com/JoMahma4/,,Other,Unknown,1,-5.0,0,0,Creative,http://twitter.com/JoMahma4/status/2001708170063024499
Jamie Bambrick,"Associate Pastor of Hope Church Craigavon | Father, husband, follower of Christ | https://t.co/0mYY5crd0T",15016,http://twitter.com/j_bambrick/,United Kingdom,UK,TC2_EU,1,0.0,17,1725,Tech/Digital,http://twitter.com/j_bambrick/status/1939778348160303404
Hazel Kaizoku,alles wird gut🫶🏾. This account is run by multiple personalities,14995,http://twitter.com/meister_kwame/,United States,US,TC1_NA,1,-5.0,14,1203,Unclassified,http://twitter.com/meister_kwame/status/1801871821903425809
AndyBTravels,Train geek & compulsive traveller. Travel Architect Service https://t.co/9QA560msJr https://t.co/2ac2y4QmDo https://t.co/fAUqqcGj54,14954,http://twitter.com/AndyBTravels/,United Kingdom,UK,TC2_EU,1,0.0,3,2454,Travel Enthusiast,http://twitter.com/AndyBTravels/status/1794061334461427713
Élie Cantin-Nantel,"Ottawa Correspondent for @TheHubCanada I Journalist, Columnist & Commentator I #SupportIndependentMedia I Views are my own I RT ≠ Endorsement",14890,http://twitter.com/elie_mcn/,Canada,CA,TC1_NA,1,5.0,6,1069,Creative,http://twitter.com/elie_mcn/status/1867575525134278900
Rockets Redglaire,PATRIOT! VOTER ID! Finish The Wall! God Bless America! Uphold Western Civilzation! Peace in Jerusalem! Drain the Swamp! Abolish the IRS. Cut Government in HALF!,14878,http://twitter.com/daviddavidsocal/,United States,US,TC1_NA,1,-5.0,0,0,Tech/Digital,http://twitter.com/daviddavidsocal/status/1860517799837467145
Phantom Stays,"Luxury hotels, credit, tax, & int'l living. Hotel Owner using Phantom Rates & points to travel in 5⭐️ for pennies. Sub to learn 👇🏼",14854,http://twitter.com/PhantomStays/,,Other,Unknown,5,-1.0,378,21542,Travel Enthusiast,http://twitter.com/PhantomStays/status/1899886142633193602
Phylicia Rashad Jr.,"The smarter you get, the less you tweet. Also, only ugly people have me blocked 🌚",14620,http://twitter.com/DollFaceBeautii/,,Other,Unknown,1,-5.0,0,0,Unclassified,http://twitter.com/DollFaceBeautii/status/2002002696358838763
REFORMED LOVERBOY.,HUMBLE| DRIVEN | EDUCATED | RDU | Dog Dad #NCAT ALUMNUS ‘14 🎓 Political Junkie.🔛 #313✈️#919,14554,http://twitter.com/monsieurclasiqu/,United States,US,TC1_NA,1,-5.0,6,662,Unclassified,http://twitter.com/monsieurclasiqu/status/1826627886054604945
